,Source file,DateTime,Date,Time,Duration(s),Comments,Pyrite Type,Texture,Generation,Reef,Mg25,Mg25 Int2SE,Mg25 LOD,Al27,Al27 Int2SE,Al27 LOD,Si29,Si29 Int2SE,Si29 LOD,P31,P31 Int2SE,P31 LOD,S33,S33 Int2SE,S33 LOD,S34,S34 Int2SE,S34 LOD,K39,K39 Int2SE,K39 LOD,Ca43,Ca43 Int2SE,Ca43 LOD,Ti49,Ti49 Int2SE,Ti49 LOD,V51,V51 Int2SE,V51 LOD,Cr53,Cr53 Int2SE,Cr53 LOD,Mn55,Mn55 Int2SE,Mn55 LOD,Co59,Co59 Int2SE,Co59 LOD,Ni60,Ni60 Int2SE,Ni60 LOD,Cu65,Cu65 Int2SE,Cu65 LOD,Zn66,Zn66 Int2SE,Zn66 LOD,Ga71,Ga71 Int2SE,Ga71 LOD,Ge74,Ge74 Int2SE,Ge74 LOD,As75,As75 Int2SE,As75 LOD,Se77,Se77 Int2SE,Se77 LOD,Se82,Se82 Int2SE,Se82 LOD,Sr88,Sr88 Int2SE,Sr88 LOD,Zr90,Zr90 Int2SE,Zr90 LOD,Mo95,Mo95 Int2SE,Mo95 LOD,Ag107,Ag107 Int2SE,Ag107 LOD,Cd111,Cd111 Int2SE,Cd111 LOD,In115,In115 Int2SE,In115 LOD,Sn118,Sn118 Int2SE,Sn118 LOD,Sb121,Sb121 Int2SE,Sb121 LOD,Te125,Te125 Int2SE,Te125 LOD,Ba137,Ba137 Int2SE,Ba137 LOD,Ta181,Ta181 Int2SE,Ta181 LOD,W182,W182 Int2SE,W182 LOD,Pt195,Pt195 Int2SE,Pt195 LOD,Au197,Au197 Int2SE,Au197 LOD,Hg202,Hg202 Int2SE,Hg202 LOD,Tl205,Tl205 Int2SE,Tl205 LOD,Pb206,Pb206 Int2SE,Pb206 LOD,Pb207,Pb207 Int2SE,Pb207 LOD,Pb208,Pb208 Int2SE,Pb208 LOD,Bi209,Bi209 Int2SE,Bi209 LOD,Th232,Th232 Int2SE,Th232 LOD,U238,U238 Int2SE,U238 LOD,Ni61,Ni61 Int2SE,Ni61 LOD
21,JBA-03_4.d,26/11/2015 (5) 11:11:58.11,26/11/2015 (5),0.466644792,38.832,"JBA-03_4.d, 11:11:57 AM (38.8 sec)",Inclusion-bearing (rounded),Inclusion-bearing,Detrital,SPC,189,56,10.206,970,340,12.609,2090,380,440.94,0.99,0.33,0.30548,703000,35000,49334,667000,31000,49316,26,10,0.66949,NA,240,799.18,18.7,4,1.769,0.53,0.22,0.1392,31,18,1.4104,2.43,0.71,0.97927,553,47,47.835,NA,3.3,119.45,1.58,0.67,0.6111,NA,0.25,0.6676,0.43,0.16,0.26899,NA,0.19,0.53841,82,9.5,32.539,7,1.9,6.4549,NA,2.3,6.3597,NA,0.051,0.085731,88,15,0.11107,NA,0.00016,0,NA,0.065,0.23871,NA,0.096,0,NA,0.00081,0,0.82,0.41,0.45724,1.82,0.5,0.66071,5.8,1.2,1.3472,0,1,0,0.0033,0.0067,0,0,1,0,NA,0.00017,0.084352,0.129,0.059,0.070065,NA,0.033,0.06426,NA,0.0013,0.11189,20.8,3.7,13.388,12.1,2.2,10.498,9.9,2,1.5271,3.08,0.52,2.2739,0.17,0.075,0,0.32,0.1,0,NA,NA,NA
22,JBA-03_5C.d,26/11/2015 (5) 11:13:51.33,26/11/2015 (5),0.467955208,39.741,"JBA-03_5C.d, 11:13:51 AM (39.7 sec)_chlorite inclusion",Rounded inclusion-bearing (core),Inclusion-bearing,Detrital,SPC,540,110,7.4394,10700,1600,94.226,26100,3800,360.67,21.2,8.9,0.22623,663000,33000,43752,618000,28000,39526,500,180,0.85602,2860,420,862.24,340,140,2.2593,4.16,0.91,0.087405,305,47,8.0691,5.1,1.3,1.0191,1450,140,48.124,190,21,3.3959,10.4,2.1,0.52227,1.19,0.5,0.90829,2.77,0.52,0.17784,1.15,0.36,0.40109,398,29,2.5468,91.2,9.4,2.192,99.2,9.5,4.8234,15.9,1.8,0.049783,140,53,5.7634,NA,0.072,0.08484,0.46,0.13,0.075361,NA,0.013,0.32825,0.003,0.011,0,NA,0.21,0.45695,15.6,1.9,0.62799,6.3,1.5,1.089,2.99,0.98,0,0.007,0.01,0,0.2,0.16,0,0.0051,0.0068,0,0.48,0.16,0.059674,NA,0.035,0.065606,NA,0.036,0.086224,69.8,8,1.0467,44.1,4.7,0.70334,40.9,4.8,4.0324,31.7,2.9,0.15643,6.2,3.3,0,2.8,1.9,0,NA,NA,NA
23,JBA-03_5R.d,26/11/2015 (5) 11:15:37.90,26/11/2015 (5),0.469188657,39.038,"JBA-03_5R.d, 11:15:37 AM (39.0 sec)",Euhedral overgrowth,Overgrowth,Epigenetic,SPC,NA,3,20.277,NA,5.4,1351.5,NA,140,2945.8,0.78,0.35,0.70239,695000,33000,55906,645000,25000,49237,23.5,7.3,2.7907,NA,240,707.49,NA,3.7,363.08,NA,0.079,1.5469,NA,1.9,48.389,NA,0.5,1.3037,3250,140,124.96,282,12,12.525,NA,0.19,0.66755,NA,0.2,0.58155,NA,0.062,0.217,0.41,0.23,0.33451,1331,61,13.318,NA,3.2,21.734,22.4,2.9,15.825,NA,0.019,0.94134,NA,0.0017,34.763,NA,0.00018,0,NA,0.012,0.10655,NA,0.2,0.6962,NA,0.004,0.056077,NA,0.21,0.3582,NA,0.22,1.8711,NA,0.2,4.3743,NA,1,1.8934,NA,1,0.030533,NA,1,0.99617,NA,0.00013,0.038581,NA,0.014,0.031943,NA,0.03,0.069068,NA,0.013,0.092209,NA,0.21,8.4456,NA,0.22,4.4075,0.17,0.11,0.10253,NA,0.11,3.3121,NA,5.00E-04,0.081798,0,1,0,NA,NA,NA
24,JBA-03_6C.d,26/11/2015 (5) 11:17:40.42,26/11/2015 (5),0.470606713,37.648,"JBA-03_6C.d, 11:17:38 AM (37.6 sec)_chromite inclusion?",Rounded inclusion-bearing (core),Inclusion-bearing,Detrital,SPC,2480,560,25.447,1620,170,87.57,11100,1700,322.35,7,3.2,0.20443,614000,31000,44393,598000,28000,42400,273,39,0.36433,4050,670,670.11,226,69,1.5134,18.6,2.5,0.12356,325,35,16.742,5.82,0.9,0.61845,670,36,173.2,363,29,8.631,7.02,0.83,0.53047,0.95,0.47,0.4649,1.19,0.26,0.23663,0.52,0.22,0.32049,432,71,28.502,12.4,2.3,3.3127,11.8,1.9,6.8697,0.83,0.2,0.12884,27,13,0.1894,0.11,0.096,0,0.289,0.081,0.031573,NA,0.087,0.81519,NA,0.0061,0.034718,0.49,0.24,0.42109,14.5,1.3,0.48032,6.3,1.1,1.4135,1.12,0.63,0,0.103,0.078,0,0.5,0.35,0,0.00133,0.00013,0,0.5,0.12,0.022557,NA,0.029,0.056314,NA,0.054,0.093424,102,15,0.28122,53.1,5.1,0,43.2,3.4,2.8443,29.4,1.9,0.10865,0.52,0.2,0,19,10,0,NA,NA,NA
25,JBA-03_6R.d,26/11/2015 (5) 11:19:22.05,26/11/2015 (5),0.471782986,38.765,"JBA-03_6R.d, 11:19:21 AM (38.7 sec)_chromite inclusion?",Euhedral overgrowth,Overgrowth,Epigenetic,SPC,520,170,10.053,2210,680,4.9063,3660,790,382.9,4.22,0.75,0.25184,712000,34000,1616.8,672000,29000,465.49,105,37,0.41682,720,330,552.82,50.6,9.1,2.9264,5.8,1.6,0.13806,1070,300,0.56171,NA,0.52,1.2409,2120,180,0.048802,448,33,1.3176,0.7,0.29,0.46033,0.67,0.41,0.6493,0.77,0.25,0.20201,NA,0.2,0.55722,1085,88,1.2688,24.2,3.9,1.9308,26.4,3.7,6.624,4.4,1.5,0,2.05,0.66,0,0.006,0.017,0,0.07,0.044,0.060243,NA,0.015,0.76923,NA,0.005,0.045038,NA,0.27,0.60934,2.1,0.44,0.51589,1.91,0.68,1.5901,0.45,0.33,0,0,1,0,0,1,0,NA,0.00012,0.087374,NA,0.03,0.071081,NA,0.031,0.075437,NA,0.016,0.16588,13.9,1.9,0,12.1,1.3,0.21984,10.5,1,0.13835,6,0.76,0.11153,0.025,0.025,0,NA,0.013,0.035223,NA,NA,NA
26,JBA-03_7.d,26/11/2015 (5) 11:27:34.49,26/11/2015 (5),0.477482523,38.434,"JBA-03_7.d, 11:27:33 AM (38.4 sec)",Detrital (rounded) massive,Rounded,Detrital,SPC,NA,2,8.8993,NA,1,3.258,640,110,278.45,0.69,0.3,0.20619,575000,25000,1155.5,557000,25000,354.44,24.3,8.5,0.42023,NA,190,682.73,18.9,3.8,0,NA,0.0069,0.12523,NA,0.14,0.72587,NA,0.42,0.82396,48.3,2.4,0.048244,151.6,7.7,1.1921,1.48,0.4,0.56147,0.55,0.38,0.46322,NA,0.012,0.18023,0.35,0.19,0.32446,253,16,1.2169,NA,0.65,1.6925,NA,1.6,5.3151,NA,0.007,0.081174,NA,0.0017,0,NA,0.00024,0,0.028,0.024,0,NA,0.011,0.26824,NA,0.00059,0.030504,NA,0.2,0.48984,68.7,3.4,0.48149,NA,0.38,0.9235,0,1,0,0,1,0,0,1,0,0.0049,0.0087,0,NA,0.018,0.037671,NA,0.036,0.098321,0.256,0.081,0.037952,4.57,0.6,0.16812,3.26,0.53,0,3.71,0.38,0,3.85,0.37,0.084416,NA,0.00042,0,0,1,0,NA,NA,NA
27,JBA-03_8.d,26/11/2015 (5) 11:30:22.26,26/11/2015 (5),0.479424306,33.729,"JBA-03_8.d, 11:30:21 AM (33.7 sec)_chromite inclusion",Euhedral (hydrothermal),Euhedral,Epigenetic,SPC,21,11,10.673,240,130,4.1163,980,190,323.87,1.41,0.51,0.22516,645000,32000,43869,603000,30000,42986,82,54,0.53389,NA,220,811.79,17.8,4.3,4.1278,0.19,0.11,0.15289,26,12,0.57057,NA,0.49,0.91568,2150,220,4.5119,409,47,10.463,0.61,0.28,0.55317,0.62,0.4,0.51181,0.26,0.16,0.13316,0.41,0.24,0.38641,1225,89,7.9271,27.8,3.2,3.3238,29.1,3.6,3.693,0.36,0.23,0.064297,NA,0.015,0,NA,0.00025,0,NA,0.026,0.049034,NA,0.098,1.2199,NA,0.00065,0,NA,0.29,0.36031,NA,0.68,3.8927,1.25,0.62,0.98188,0.043,0.086,0,0,1,0,NA,1,0.11315,NA,3.70E-05,0.049722,0.043,0.029,0,NA,0.04,0.087105,NA,0.001,0.16735,13.2,3.7,0.40929,8.6,2.4,0,NA,1.9,23.257,7,1.5,0.13829,0.67,0.56,0,0.006,0.012,0,NA,NA,NA
28,JBA-04_1.d,26/11/2015 (5) 11:33:02.91,26/11/2015 (5),0.481283681,29.715,"JBA-04_1.d, 11:33:02 AM (29.7 sec)_fuchsite inclusion?",Inclusion-bearing,Inclusion-bearing,Detrital,LVLPC,471,81,82.412,5550,540,572.36,7940,860,2141,1.69,0.62,0.25004,639000,37000,36311,615000,33000,42776,3160,320,1.3918,NA,190,506.53,1720,400,6.8622,8.1,1,0.84495,218,21,90.923,2.49,0.66,0.98501,1670,100,34.762,1400,83,24.077,4.99,0.9,0.84628,2.26,0.88,0.57903,1.11,0.26,0.15447,NA,0.32,0.78685,3580,150,13.076,40.6,5,7.6359,43.8,5.2,5.7631,7.5,1.3,0.93169,240,170,0.18823,NA,0.00035,0.18826,0.68,0.15,0.18799,NA,0.013,0.65364,NA,0.00075,0.034702,NA,0.27,0.64687,25.8,2,1.4293,17.8,2.5,2.536,20.7,3.2,0.98839,1.06,0.25,0,2.46,0.67,0.23357,NA,2.40E-05,0.12393,1.05,0.2,0.025115,NA,0.041,0.07031,0.061,0.048,0,179,10,40.858,135,7.2,31.503,104,5.8,6.2454,48,2.4,6.4974,8.1,6.8,0.037864,64,62,0.12715,NA,NA,NA
29,JBA-04_2.d,26/11/2015 (5) 11:35:11.53,26/11/2015 (5),0.482772338,37.214,"JBA-04_2.d, 11:35:10 AM (37.2 sec)",Rounded massive (fractured),Rounded,Detrital,LVLPC,14.2,5.7,9.1282,196,53,3.7361,900,150,312.77,0.8,0.28,0.22238,636000,44000,1356.5,587000,35000,416.36,92,21,0.45785,NA,220,662.62,21.1,4,0,0.205,0.09,0.1032,6.8,2.2,0.36807,NA,0.48,0.71534,113,10,0.023182,27.8,1.9,1.2779,6.7,1.3,0.44807,0.49,0.32,0.32758,NA,0.074,0.1384,NA,0.18,0.33803,90.7,7.3,0.92237,28.6,4.2,2.1364,30.4,4.4,6.4512,0.235,0.097,0.029601,NA,0.066,0.11577,NA,4.00E-04,0.1665,0.52,0.13,0,NA,0.016,0.57101,NA,0.00089,0.04272,NA,0.26,0.53235,10.92,0.87,0.50976,4.2,0.85,0.96268,1.56,0.7,0,NA,1,0.025281,1.25,0.37,0,NA,0.019,0.065485,0.83,0.15,0.035277,0.135,0.048,0.086253,9.6,0.75,0,51.6,3.1,0.084429,31.4,2.3,0,23.6,1.2,1.6736,11.7,1.1,0.097285,0.021,0.024,0,NA,0.014,0.028035,NA,NA,NA
30,JBA-04_3C.d,26/11/2015 (5) 11:37:01.65,26/11/2015 (5),0.484046875,37.496,"JBA-04_3C.d, 11:37:01 AM (37.5 sec)_fuchsite inclusion",Inclusion-bearing (core),Inclusion-bearing,Detrital,LVLPC,490,110,7.1926,8410,590,4.1012,11600,1000,421.44,1.62,0.43,0.25584,641000,31000,1908.2,609000,28000,444.75,3920,330,0.48257,NA,240,845.67,2600,430,1.7073,11.9,1.4,0.087713,648,98,0.53728,2.71,0.74,1.0774,751,71,0.070851,467,67,1.3794,7.3,1.5,0.92746,2.69,0.63,0.66894,1.67,0.36,0.17558,NA,0.23,0.52549,920,100,1.279,45.6,6.1,2.2304,45.8,5.5,6.5437,6.75,0.84,0.03789,4.7,1.3,0.21141,NA,0.00032,0,0.63,0.15,0,0.04,0.2,0,NA,0.00075,0.019515,0.89,0.38,0.52252,15.5,1.6,0.4826,15.4,2,1.1853,18.8,3.3,0,1.44,0.28,0,1.85,0.51,0,NA,0.0079,0.083477,1.1,0.22,0.044873,NA,0.042,0.1209,0.091,0.055,0,138.5,7.9,0.23684,91.4,4.9,0,69.2,3.5,0,31.7,2,0.13626,0.85,0.24,0,0.58,0.19,0,NA,NA,NA
31,JBA-04_3R.d,26/11/2015 (5) 11:38:43.11,26/11/2015 (5),0.485221181,37.053,"JBA-04_3R.d, 11:38:42 AM (37.0 sec)",Euhedral overgrowth,Overgrowth,Epigenetic,LVLPC,330,77,8.1332,2310,440,4.646,8400,930,405.89,0.92,0.38,0.22497,703000,31000,2041.9,669000,28000,451.42,890,170,0.51952,NA,240,842.66,1160,320,3.6149,4.6,0.92,0.20587,102,18,0.95131,1.66,0.64,0.96278,724,90,0.051123,544,23,1.5699,1.4,0.49,0.67907,NA,0.38,0.71122,0.3,0.15,0.20289,NA,0.26,0.49126,925,38,1.39,39.2,4.4,3.8397,41.2,6,6.8641,1.58,0.39,0,16,4.9,0,0.37,0.3,0,0.29,0.1,0.029065,NA,0.012,0.3277,NA,0.00072,0.039618,NA,0.3,0.58028,8,1.6,0.412,9.5,2.1,1.5453,7.8,3.7,0.81117,0.63,0.21,0,2.3,0.8,0,0.0034,0.0071,0,0.55,0.13,0.02067,NA,0.051,0.11669,NA,0.058,0.10876,94,15,0.10889,63,10,0.23113,44.2,7.2,0.099628,17.4,3,0.050742,0.59,0.22,0,0.6,0.25,0.036083,NA,NA,NA
32,JBA-04_4.d,26/11/2015 (5) 11:40:57.55,26/11/2015 (5),0.486777199,38.516,"JBA-04_4.d, 11:40:57 AM (38.5 sec)",Euhedral (hydrothermal),Euhedral,Epigenetic,LVLPC,NA,2.4,8.2573,NA,1.3,4.9064,670,120,260.06,0.66,0.29,0.30433,665000,25000,1654.7,628000,21000,420.04,5,11,0.49504,NA,220,626.84,16.6,3.3,4.1434,NA,0.039,0.11122,NA,0.17,0.48616,NA,0.41,0.89642,2846,95,0.071301,245,45,1.3888,NA,0.12,0.42268,NA,0.12,0.54451,NA,0.023,0.30933,NA,0.12,0.41277,1535,66,1.6537,17.3,3.2,1.9031,18.1,3.7,5.5989,NA,0.001,0,NA,0.0018,0.14051,NA,0.00032,0.091725,NA,0.013,0.045985,0.16,0.25,0,NA,0.00066,0.018662,NA,0.2,0.46547,NA,0.21,0.47646,NA,0.26,1.5312,0,1,0,0,1,0,0,1,0,NA,0.0096,0.080164,NA,6.00E-04,0.056832,NA,0.043,0.1015,NA,0.0011,0.064655,0.41,0.21,0.205,0.025,0.046,0,NA,0.094,0.1667,0.175,0.079,0.068842,NA,0.00044,0,0,1,0,NA,NA,NA
33,JBA-04_5.d,26/11/2015 (5) 11:43:01.77,26/11/2015 (5),0.488214931,40.034,"JBA-04_5.d, 11:43:01 AM (40.0 sec)",Rounded massive,Rounded,Detrital,LVLPC,NA,2.7,7.9391,NA,1.3,3.9975,600,130,402.9,0.99,0.31,0.20838,672000,33000,48282,622000,26000,43789,23,13,0.65063,NA,200,769.27,18.4,4.1,0.83983,NA,0.052,0.13831,NA,0.22,0.75354,1.75,0.6,0.98776,NA,2.5,170.32,131.7,6.5,6.3801,0.17,0.19,0.1236,0.28,0.26,0.2566,NA,0.016,0.25335,NA,0.16,0.47293,720,32,45.949,23.7,3.5,3.1518,29.8,3.5,7.1982,NA,0.0011,0.084621,NA,0.017,0,NA,0.00037,0.094339,NA,0.00098,0,NA,0.012,0.65155,NA,0.00071,0.042361,NA,0.24,0.56947,NA,0.23,0.60058,NA,0.3,1.571,0,1,0,0,1,0,0,1,0,NA,4.50E-05,0,NA,0.00063,0.044291,NA,0.051,0.090444,NA,0.013,0.13294,NA,0.057,0.21063,NA,0.044,0.24707,NA,0.048,0.13422,NA,0.0078,0.14163,0.018,0.034,0,NA,0.032,0.034849,NA,NA,NA
34,JBA-05_1.d,26/11/2015 (5) 10:33:03.51,26/11/2015 (5),0.439623958,39.429,"JBA-05_1.d, 10:33:03 AM (39.4 sec)_Au inclusion?",Inclusion-bearing (core),Inclusion-bearing,Detrital,SPC,1050,140,9.1396,24,4,3.6575,430,120,257.38,1.95,0.41,0.34763,674000,33000,1547.7,662000,27000,418.89,74,20,0.53019,4610,700,674.67,26,5.7,2.936,0.182,0.071,0.064961,25.3,5.5,1.1412,5.4,0.98,0.97021,369,21,0.072011,209,15,1.3907,10.9,3,0.96865,1.48,0.5,1.0638,NA,0.081,0.095397,0.85,0.32,0.71329,446,21,1.541,9.3,2.1,2.3486,9.8,2.8,6.3258,12.2,2.1,0,NA,0.0018,0,0.00123,1.00E-04,0,0.89,0.19,0.028228,NA,0.066,1.6487,NA,0.012,0.045243,NA,0.28,0.52997,32,2,0.57672,8,1.5,1.1827,1.48,0.69,0,0,1,0,NA,1,0.13288,NA,0.00043,0.0402,3,1.4,0,NA,0.014,0.050383,0.48,0.12,0,106,11,0.15129,77.9,9.1,0,60.1,6.4,0.10081,27.2,2.5,0.078609,0.035,0.031,0,0,1,0,NA,NA,NA
35,JBA-05_2.d,26/11/2015 (5) 10:35:13.40,26/11/2015 (5),0.441127315,39.621,"JBA-05_2.d, 10:35:13 AM (39.6 sec)_Co-Ni zoned",Euhedral (hydrothermal),Euhedral,Epigenetic,SPC,NA,2.7,34.184,6.6,2.9,3.4762,540,130,383.76,0.9,0.35,0.32238,673000,32000,46520,670000,31000,48334,24,12,0.55687,NA,230,666.08,35.6,4.9,0.84176,NA,0.047,0.11196,0.67,0.52,0.55161,1.09,0.46,0.91898,286,84,23.181,1000,150,8.4026,NA,0.28,0.65744,NA,0.3,0.7873,NA,0.043,0.15254,0.55,0.24,0.49531,2760,440,5.9471,28.2,4.5,3.4582,30.5,4.3,4.8906,NA,0.0017,1.6759,0.56,0.32,0,0.001072,9.00E-05,0,NA,0.0066,0.054248,NA,0.28,1.4005,NA,0.005,0.087763,NA,0.27,0.45119,NA,0.25,1.1006,NA,0.31,1.3708,NA,1,0.38918,NA,1,0.062827,0,1,0,0.00487,0.00042,0,NA,0.01,0.044941,NA,0.014,0.040344,NA,0.019,0.079744,NA,0.35,2.5088,NA,0.32,5.6889,0.6,0.27,0.13467,NA,0.085,0.82173,0.022,0.029,0,0,1,0,NA,NA,NA
36,JBA-05_3C.d,26/11/2015 (5) 10:37:14.81,26/11/2015 (5),0.442532523,39.539,"JBA-05_3C.d, 10:37:14 AM (39.5 sec)_fuchsite inclusion",Rounded Inclusion-bearing (core),Inclusion-bearing,Detrital,SPC,3290,470,8.4957,9350,930,3.3911,10900,1100,398.62,1.79,0.41,0.26981,727000,38000,62678,716000,38000,55448,2640,250,0.71082,NA,320,746.63,840,160,2.5931,8.07,0.9,0.12957,1180,130,0.55733,9.2,1.6,1.0413,476,22,3.9791,450,55,202.26,20.9,6.5,0.71752,26.8,6,0.53501,7.17,0.99,0.22207,NA,0.27,0.439,991,49,115.98,24.8,3.9,2.7569,28.8,4.4,6.3702,6.62,0.98,0.2054,20.1,5.2,1.1601,0.046,0.069,0,0.94,0.18,0,NA,0.39,0.44004,0.006,0.017,0,1.08,0.4,0.67989,36.1,3,0.43528,22.3,2.3,0.6104,25.4,3.5,0,0.101,0.046,0,1.47,0.49,0,NA,0.01,0.17148,0.51,0.12,0,NA,0.016,0.057887,0.28,0.11,0.10548,257,17,0,180,10,0.24694,165,11,9.8023,53.9,3.3,0.16366,0.22,0.11,0,0.31,0.11,0,NA,NA,NA
37,JBA-05_3R.d,26/11/2015 (5) 10:39:07.44,26/11/2015 (5),0.443836111,34.669,"JBA-05_3R.d, 10:39:03 AM (35.3 sec)_fuchsite inclusion",Euhedral overgrowth,Euhedral,Epigenetic,SPC,1380,170,8.6403,6670,780,3.2193,14600,3200,329.9,3.1,0.61,0.25703,768000,30000,2197.7,755000,31000,529.82,1590,210,0.59171,NA,200,725.45,1260,300,2.3817,9.4,1.4,0.072658,950,140,0.76731,9.1,1.8,0.79191,906,67,0.041954,430,29,1.7646,15.5,2.3,0.47807,23.5,4.5,0.76375,4.05,0.49,0.2133,0.67,0.25,0.48319,1483,83,1.2643,26.9,3.8,2.422,30.5,4.6,6.7876,25,12,0,163,61,0.10193,0.07,0.078,0,1.33,0.2,0.073454,NA,0.011,1.0754,0.005,0.013,0,1.35,0.41,0.39389,30.7,2.2,0.69314,25.6,2.6,1.0926,24.2,5.2,0,0.35,0.11,0,1.92,0.53,0,NA,0.01,0.037667,0.84,0.14,0.054725,0.095,0.02,0.042101,0.182,0.078,0.046345,237,16,0.22445,162.9,9.3,0.25835,147.7,7.9,0,48.7,2.9,0.079397,34,16,0.085081,4,1.6,0,NA,NA,NA
38,JBA-05_4.d,26/11/2015 (5) 10:41:26.40,26/11/2015 (5),0.445444444,38.803,"JBA-05_4.d, 10:41:25 AM (38.8 sec)",Rounded massive (fractured),Rounded,Detrital,SPC,NA,21,256.36,NA,34,805.19,NA,130,1334.1,1.15,0.34,0.26718,683000,31000,63709,655000,24000,57833,60,29,5.2365,NA,260,843.7,NA,5.4,35.475,NA,0.11,0.84817,NA,9.3,115.73,NA,0.59,1.3174,322,36,87.577,409,56,30.562,NA,0.34,0.96857,NA,0.45,5.6741,NA,0.062,0.37106,NA,0.21,0.60441,1210,120,32.296,10.7,2.4,6.0135,9.3,2.7,7.8579,NA,0.0015,1.2274,NA,0.0017,0.43316,0.000564,4.10E-05,0,NA,0.02,0.10458,NA,0.12,1.1408,NA,0.0052,0.044513,NA,0.23,0.56375,NA,0.38,2.2755,5.6,1.4,5.13,NA,0.046,2.1484,0,1,0,NA,1,0.13253,0.00454,0.00037,0,NA,0.041,0.47799,NA,0.016,0.052567,NA,0.033,0.21748,NA,0.99,20.832,NA,0.81,21.039,3.13,0.6,0.19916,NA,0.4,4.4872,NA,0.00061,0,NA,1,0.039946,NA,NA,NA
39,JBA-05_5.d,26/11/2015 (5) 10:43:28.82,26/11/2015 (5),0.446861343,37.279,"JBA-05_5.d, 10:43:27 AM (37.2 sec)_Cr inclusion",Euhedral (hydrothermal),Euhedral,Epigenetic,SPC,37,15,7.6028,103,31,2.4325,700,150,432.9,1.06,0.3,0.2954,627000,26000,1703.5,609000,22000,396.75,20,9.9,0.47944,750,300,597.99,340,170,1.6792,2.4,1.1,0.12671,77,27,0.68673,2.9,1.2,0.87729,4350,130,0.058542,396,29,1.0165,2,1.3,0.24185,3.3,1.3,0.7919,0.29,0.13,0.22923,NA,0.25,0.66564,310,110,1.2521,35.1,4.3,2.0103,37.6,4.7,6.7803,0.084,0.073,0,1.09,0.39,0.1326,0.000343,2.70E-05,0,0.016,0.022,0,NA,0.16,0.3599,NA,0.0042,0,0.42,0.24,0.36815,1.08,0.5,0.55484,NA,0.22,1.1188,0,1,0,0.17,0.12,0,0,1,0,0.015,0.016,0,0.029,0.022,0.018209,NA,0.012,0.040387,NA,0.0011,0.095678,13.8,6.3,0.18972,6.5,2.6,0,6.6,3.1,0.043729,1.18,0.46,0.1042,10,11,0,1.3,1.3,0,NA,NA,NA
40,JBA-06_1.d,26/11/2015 (5) 11:46:27.42,26/11/2015 (5),0.490595139,34.721,"JBA-06_1.d, 11:46:23 AM (34.7 sec)",Rounded massive,Rounded,Detrital,MPC,85,27,7.8475,1040,330,4.1334,1670,170,410.72,0.93,0.44,0.28178,651000,28000,51753,620000,24000,41952,343,75,0.57946,NA,190,543.89,430,100,1.8039,0.88,0.22,0.11187,18.8,5.6,0.54863,NA,0.58,1.2379,820,160,2.2769,215,17,9.8923,7.5,1.8,0.57258,0.47,0.37,0.45463,1.27,0.89,0.15644,NA,0.21,0.45406,433,26,18.272,34.9,5.2,4.1835,40.4,5,6.864,0.72,0.2,0.063904,0.52,0.31,0.29421,NA,0.00039,0.091705,1.01,0.23,0.038333,NA,0.012,0.66299,NA,0.0058,0.041228,NA,0.23,0.59742,3.78,0.66,0.72892,7.9,1.3,0.7518,1.85,0.85,0,0.07,0.048,0,0,1,0,NA,6.20E-05,0,0.71,0.17,0.043171,NA,0.051,0.1008,NA,0.0091,0.092911,27.5,3.3,1.737,21.7,3.2,0.18279,17.8,2.3,0.21048,2.39,0.41,0.076272,NA,0.051,0.16181,NA,1,0.70961,NA,NA,NA
41,JBA-06_2.d,26/11/2015 (5) 11:48:11.60,26/11/2015 (5),0.491800926,30.687,"JBA-06_2.d, 11:48:11 AM (30.7 sec)_mica inclusion",Replacive (hydrothermal?),Overgrowth,Epigenetic,MPC,69,20,8.9036,1570,200,35.524,2580,260,312.26,1.1,0.4,0.25053,643000,37000,39421,610000,32000,35701,770,96,0.72145,NA,240,553.02,1000,220,2.0408,2.46,0.49,0.22775,57.6,7.7,0.73408,1.09,0.66,0.94941,276,24,10.509,459,66,17.558,2.4,0.58,0.68778,NA,0.22,0.67155,0.33,0.17,0.24694,NA,0.2,0.52408,6950,340,10.3,13.4,2.6,6.8904,12.8,2.6,5.7152,3.32,0.63,0.12243,18.6,5,0.090369,NA,0.037,0.16461,0.43,0.11,0.10326,NA,0.013,0.94793,NA,0.00078,0,NA,0.22,0.52711,7.23,0.79,0.65734,14.3,2.2,1.198,7.1,1.9,0,0.252,0.083,0,0.98,0.4,0,NA,8.60E-05,0.072433,0.87,0.16,0.035091,NA,0.057,0.089617,NA,0.016,0.14,88.2,6.3,1.0078,61.9,5,0.97616,51.8,3.5,5.087,15.7,1.1,0.18635,0.25,0.1,0,0.267,0.086,0,NA,NA,NA
